Experiment_ID,Protein_Name,Representative.UniProt_ID,Protein_description,Mascot_Score,SSM,UPM,SSM_used_for_quantification,Vehicle_control_.n.1.,Vehicle_control_.n.2.,Binding_of_NBF_to_fresh_beads_.n.1.,Binding_of_NBF_to_fresh_beads_.n.2.,Compound_competition.40_µM_,Compound_competition_.13.33_µM,Compound_competition_4.44_µM,Compound_competition_1.48_µM,Compound_competition_0.49_µM,Compound_competition_0.16_µM,Hill,IC50,MS1_intensity,Kdapp,ProteinType
X031298,ATP5O,P48047,"ATP synthase subunit O, mitochondrial",177,4,4,4,1,0.988092,1.252422,1.090906,0.910642,0.907318,0.92869,1.00976,0.890849,0.851444,1.83,40,7.5417,0,P
X031298,ATP5SL,Q9NW81,ATP synthase subunit s-like protein,139,5,4,4,1,0.922346,1.052817,0.947528,0.996732,0.805324,0.96093,0.93334,0.89358,0.878304,1,40,7.1203,0,Q
X031298,ATP6V0D1,P61421,V-type proton ATPase subunit d 1,276,6,6,6,1,0.952205,0.953728,0.92037,1.108644,0.942995,1.144991,0.917915,0.966974,0.998263,1,40,7.5118,0,P
X031298,ATP6V1A,P38606,V-type proton ATPase catalytic subunit A,501,19,11,11,1,1.003897,1.20214,1.113796,0.958882,0.981852,0.960401,0.994175,1.01758,1.093315,1,40,7.3816,0,P
X031298,ATP6V1E1,P36543,V-type proton ATPase subunit E 1,130,3,2,2,1,1.042335,1.222348,1.062643,0.905435,1.109283,0.821947,1.2042,0.968258,0.972725,0,40,6.1748,0,P
X031298,ATP6V1H,Q9UI12,V-type proton ATPase subunit H,361,12,6,7,1,1.020056,1.171742,1.096675,0.98662,0.952706,1.003578,0.974816,1.052614,1.127392,0,40,6.9993,0,Q
X031298,ATR,Q13535,Serine/threonine-protein kinase ATR,262,15,4,4,1,1.04499,1.183332,1.215915,1.005217,1.130733,1.170644,1.064016,1.095619,1.08991,0,40,6.5882,0,Q
X031298,ATXN10,Q9UBB4,Ataxin-10,486,14,9,11,1,0.958677,1.144607,1.015772,0.909437,0.883953,0.945278,0.941616,0.971577,1.001607,1,40,7.3871,0,Q
X031298,ATXN2L,Q8WWM7,Ataxin-2-like protein,262,8,3,3,1,0.725741,1.293962,1.082942,0.637721,1.015165,0.936023,1.168131,0.874148,0.71006,1,40,6.6795,0,Q
X031298,AUP1,Q9Y679,Ancient ubiquitous protein 1,253,8,6,6,1,1.102569,1.314132,1.246805,1.231627,0.938302,1.125391,1.058286,1.088906,1.062485,0,40,7.1221,0,Q
X031298,BAG2,O95816,BAG family molecular chaperone regulator 2,221,6,3,3,1,1.086049,1.1867,1.077674,1.065748,0.93815,1.003778,0.932546,0.894692,1.01315,0,40,7.12,0,O
X031298,BAIAP2,Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2,326,8,5,5,1,0.875919,1.489542,1.108281,0.825578,1.113997,1.002375,1.220612,1.092116,0.852439,0,40,6.6657,0,Q
X031298,BCAS2,O75934,Pre-mRNA-splicing factor SPF27,137,5,2,2,1,0.981991,1.186852,0.98029,0.935182,0.923404,0.999196,0.955582,0.923639,0.990412,1,40,6.8953,0,O
X031298,BCKDK,O14874,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",114,4,2,2,1,0.973968,1.433506,1.232154,1.149618,1.128647,1.163406,1.055097,1.140501,1.1928,0,40,6.9364,0,O
X031298,BCL2L2,Q92843,Bcl-2-like protein 2,127,4,3,3,1,0.915068,1.311356,1.119832,1.032571,1.076327,1.034342,1.261265,0.93656,0.786126,0,40,6.9107,0,Q
X031298,BDH1,Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",278,9,6,6,1,1.088964,1.149704,1.117123,1.097895,0.978128,1.054081,0.983131,1.054883,1.102726,0,40,7.58,0,Q
X031298,BICD2,Q8TD16,Protein bicaudal D homolog 2,170,5,2,2,1,1.035706,1.222045,1.041037,1.054587,0.999624,1.054367,1.054728,1.058977,1.154057,1,40,6.5243,0,Q
X031298,BIN3,Q9NQY0,Bridging integrator 3,91,4,3,3,1,1.026207,1.083273,1.07387,0.945075,0.864492,0.966276,0.952747,0.951714,0.932268,1.12,40,6.8692,0,Q
X031298,BIRC2,Q13490,Baculoviral IAP repeat-containing protein 2,213,7,4,4,1,1.02402,1.010845,1.08257,1.099264,0.892524,0.931496,0.894749,0.964506,0.974242,1,40,7.1352,0,Q
X031298,BIRC6,Q9NR09,Baculoviral IAP repeat-containing protein 6,694,26,9,9,1,1.036761,1.238184,1.135167,1.138634,1.158209,1.112199,1.081528,1.143535,1.041155,0,40,6.5197,0,Q
X031298,BNIP1,Q12981,Vesicle transport protein SEC20,120,3,2,2,1,0.885523,1.246456,1.112136,0.947717,0.982444,1.018188,1.000362,1.06728,1.074156,1,40,6.3586,0,Q
X031298,BRAP,Q7Z569,BRCA1-associated protein,252,9,7,7,1,0.942365,1.090125,0.949322,0.992817,0.825458,0.906706,0.887124,0.944276,0.937793,1,40,6932,0,Q
X031298,BRAT1,Q6PJG6,BRCA1-associated ATM activator 1,406,11,9,9,1,1.028194,1.264732,1.143199,1.090886,1.108688,1.135001,1.016388,1.116851,1.160069,0,40,7.1426,0,Q
X031298,BRI3BP,Q8WY22,BRI3-binding protein,94,3,2,2,1,0.939939,1.270051,1.181917,1.013004,1.108404,1.035295,1.121809,1.005288,1.134706,0,40,6.8148,0,Q
X031298,BSG,P35613,Basigin,247,6,5,5,1,0.788903,1.220096,1.066772,0.808855,1.013796,0.946868,1.144445,0.97685,0.883258,1,40,7.2894,0,P
X031298,BTAF1,O14981,TATA-binding protein-associated factor 172,770,24,13,13,1,1.07485,1.240681,1.162229,1.071757,1.115522,1.045351,1.041767,1.129771,1.109442,0,40,7.0321,0,O
X031298,BUB3,O43684,Mitotic checkpoint protein BUB3,419,13,8,9,1,0.911853,1.101179,0.974597,0.857096,0.833876,0.89049,0.95837,0.838544,0.839745,0,40,7.5195,0,O
X031298,BYSL,Q13895,Bystin,100,4,2,2,1,1.005348,1.357014,1.122393,1.263747,1.168335,1.131811,1.128049,1.132927,1.085206,0,40,6.4682,0,Q
X031298,BZW1,Q7L1Q6,Basic leucine zipper and W2 domain-containing protein 1,626,26,13,15,1,0.943866,1.213545,1.063474,0.876414,0.950563,0.92792,1.063208,1.171407,1.035116,1,40,7.5217,0,Q
X031298,BZW2,Q9Y6E2,Basic leucine zipper and W2 domain-containing protein 2,296,7,6,6,1,0.869969,1.116123,0.997673,0.864084,0.905484,0.863474,1.030811,0.929841,0.946893,0,40,7.0176,0,Q
X031298,C12orf10,Q9HB07,"UPF0160 protein MYG1, mitochondrial",49,2,2,2,1,0.81118,1.269628,1.091457,0.771302,1.157738,0.956172,1.459781,1.035313,0.879711,1,40,6.5487,0,Q
X031298,C14orf166,Q9Y224,UPF0568 protein C14orf166,278,8,4,4,1,0.95406,1.024442,0.983438,0.918805,0.878826,0.829396,0.869218,0.850932,0.884059,1,40,7.2175,0,Q
X031298,C16orf58,Q96GQ5,RUS1 family protein C16orf58,137,3,2,2,1,1.074794,1.125109,0.918424,1.041875,0.874044,1.021851,0.966306,0.944645,1.042974,2.12,40,6.7061,0,Q
X031298,C1orf106,Q3KP66,Uncharacterized protein C1orf106,46,3,2,2,1,1.085376,1.111388,1.141856,1.080471,0.984375,1.115176,0.961901,1.073833,0.983192,1,40,7.4966,0,Q
X031298,C1QBP,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",187,7,3,4,1,0.738614,1.271545,1.125615,0.868657,1.184698,1.022111,1.39578,1.066848,0.846205,1,40,7.0657,0,Q
X031298,CAD,P27708,CAD protein,1601,48,29,30,1,1.048828,1.1938,1.175751,1.09937,1.051332,1.037259,0.987226,1.00192,1.00464,0,40,7.6186,0,P
X031298,CALCOCO2,Q13137,Calcium-binding and coiled-coil domain-containing protein 2,166,9,3,3,1,1.047944,1.177498,1.309463,1.101279,1.014975,0.889987,1.084328,0.958674,1.042769,0,40,6.3574,0,Q
X031298,CALM1,P0DP23,Calmodulin-1,104,5,3,4,1,1.005582,1.387702,0.99316,0.974218,1.072691,0.957671,1.111758,1.075854,1.053354,1,40,7.4523,0,P
X031298,CALU,O43852,Calumenin,948,41,15,25,1,0.980149,1.114378,1.005761,0.939341,0.805858,0.918151,0.866028,0.905303,1.003865,1,40,8.4988,0,O
X031298,CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,542,18,12,12,1,0.886801,1.309157,1.130173,0.921604,1.139943,0.973953,1.2148,1.059492,0.982133,0,40,7.3862,0,Q
X031298,CAPN1,P07384,Calpain-1 catalytic subunit,269,11,4,4,1,0.832247,1.340706,1.127772,0.848018,1.116051,1.011862,1.193797,1.084517,0.808762,0,40,6.6453,0,P
X031298,CAPN2,P17655,Calpain-2 catalytic subunit,375,14,6,7,1,0.984893,1.281898,1.143052,0.982214,1.12472,1.108631,1.192578,1.111444,1.06566,0,40,7.0897,0,P
X031298,CAPRIN1,Q14444,Caprin-1,220,8,4,4,1,0.858092,1.376648,1.104722,0.737003,1.091641,0.93148,1.378297,1.042892,0.776489,1,40,7.2204,0,Q
X031298,CAPZA1,P52907,F-actin-capping protein subunit alpha-1,326,10,4,4,1,0.768708,1.273927,1.145284,0.748736,0.931415,0.85787,1.188352,0.860614,0.82386,0,40,6.9672,0,P
X031298,CAPZB,P47756,F-actin-capping protein subunit beta,289,8,8,8,1,0.839024,1.413437,1.224371,0.804237,1.154171,0.977227,1.399714,1.030256,0.817479,0,40,7.1253,0,P
X031298,CARM1,Q86X55,Histone-arginine methyltransferase CARM1,507,14,9,9,1,1.089295,1.178827,1.07011,1.063622,0.98558,1.061464,0.974514,1.032805,1.072149,1.06,40,7.7018,0,Q
X031298,CARS,P49589,"Cysteine--tRNA ligase, cytoplasmic",188,5,4,4,1,0.80889,1.338527,1.271728,0.899513,1.134634,0.92355,1.286488,1.036788,0.858227,1.37,40,6.5649,0,P
X031298,CASK,O14936,Peripheral plasma membrane protein CASK,560,20,7,7,1,1.042685,1.118052,1.027648,0.974728,0.912888,0.915813,0.938345,0.978169,1.048303,1,40,6.9331,0,O
X031298,CBX3,Q13185,Chromobox protein homolog 3,191,8,3,3,1,0.855492,1.385189,1.143229,0.787129,1.115654,0.917472,1.252031,0.988133,0.939355,1,40,7.0945,0,Q
X031298,CCAR1,Q8IX12,Cell division cycle and apoptosis regulator protein 1,255,9,4,4,1,0.918133,1.369721,1.242076,1.145545,1.362266,1.074818,1.438485,1.040206,0.894145,0,40,6.5853,0,Q
X031298,CCAR2,Q8N163,Cell cycle and apoptosis regulator protein 2,215,9,5,5,1,0.838728,1.326147,1.294598,1.026147,1.261843,1.098089,1.363449,1.163948,0.992153,0,40,7.0892,0,Q
X031298,CCDC47,Q96A33,Coiled-coil domain-containing protein 47,220,8,6,6,1,0.897218,1.19922,1.007273,0.998077,0.997071,0.922886,1.060011,1.05388,1.006755,2.03,40,7.1556,0,Q
X031298,CCDC6,Q16204,Coiled-coil domain-containing protein 6,213,6,5,5,1,0.884715,1.101217,0.962842,0.80363,0.762813,0.83781,0.98511,0.876319,0.809901,1,40,6.8995,0,Q
X031298,CCNH,P51946,Cyclin-H,179,5,4,4,1,0.867554,1.076983,0.980284,0.855855,0.857578,0.863684,0.930389,0.895179,0.94325,1,40,6777,0,P
X031298,CCT2,P78371,T-complex protein 1 subunit beta,811,23,16,16,1,0.875033,1.292529,1.191381,0.825309,1.07223,0.979002,1.18375,0.915878,0.775738,1,40,7.7968,0,P
X031298,CCT3,P49368,T-complex protein 1 subunit gamma,910,35,20,20,1,0.874126,1.299543,1.136713,0.890345,1.066302,0.993343,1.145619,1.001724,0.838823,0,40,7.6268,0,P
X031298,CCT4,P50991,T-complex protein 1 subunit delta,718,23,10,10,1,0.9211,1.523855,1.294963,0.854821,1.23725,1.123477,1.396516,1.111928,0.832496,2.03,40,7.7768,0,P
X031298,CCT5,P48643,T-complex protein 1 subunit epsilon,758,28,16,17,1,0.853945,1.262424,1.053425,0.837996,0.921536,0.879625,1.071234,0.917258,0.788038,1,40,7.9493,0,P
X031298,CCT6A,P40227,T-complex protein 1 subunit zeta,736,28,15,15,1,0.852873,1.342122,1.13738,0.873291,1.070297,0.95072,1.179611,0.983849,0.820721,1,40,7763,0,P
X031298,CCT7,Q99832,T-complex protein 1 subunit eta,811,26,12,13,1,0.833067,1.345863,1.093667,0.871442,1.023642,0.989755,1.162611,1.003023,0.83723,1,40,7.7195,0,Q
X031298,CCT8,P50990,T-complex protein 1 subunit theta,953,31,18,21,1,0.842537,1.255811,1.107623,0.886787,0.999048,0.979787,1.15537,0.953345,0.803963,0,40,7.7499,0,P
X031298,CCZ1,P86791,Vacuolar fusion protein CCZ1 homolog,229,7,4,4,1,0.924972,1.154467,1.130806,1.095293,0.997774,1.027588,1.055048,1.101253,1.107091,1,40,6.4931,0,P
X031298,CD2BP2,O95400,CD2 antigen cytoplasmic tail-binding protein 2,171,4,3,3,1,0.95853,1.045476,1.110274,1.168707,0.886008,0.977876,1.004893,0.968888,0.978222,1,40,6.5458,0,O
X031298,CD44,P16070,CD44 antigen,230,6,4,4,1,0.780315,1.210952,1.089841,0.855219,1.036163,0.934155,1.055682,0.890079,0.804132,0,40,6.9882,0,P
X031298,CDC123,O75794,Cell division cycle protein 123 homolog,103,2,2,2,1,1.004581,1.262924,1.258732,0.893323,1.057396,0.98371,1.174994,0.98447,1.00864,0,40,6.6595,0,O
X031298,CDC20,Q12834,Cell division cycle protein 20 homolog,284,10,7,7,1,0.910954,1.124141,0.989593,0.929846,0.964328,0.951659,1.02907,0.936755,0.98702,0,40,7.1785,0,Q
X031298,CDC23,Q9UJX2,Cell division cycle protein 23 homolog,362,13,5,5,1,1.029283,1.102177,1.094644,1.093925,1.091591,1.099845,0.96271,1.027645,1.083632,0,40,6.9513,0,Q
X031298,CDC27,P30260,Cell division cycle protein 27 homolog,252,12,5,5,1,0.951333,1.088104,1.047716,0.974167,0.917617,0.878183,1.059115,0.89416,0.907014,1,40,6.7886,0,P
X031298,CDC37,Q16543,Hsp90 co-chaperone Cdc37,540,21,11,12,1,0.892789,1.168583,0.979401,0.811306,0.878345,0.840265,0.966998,0.896787,0.799536,0,40,7.5211,0,Q
X031298,CDC42BPA,Q5VT25,Serine/threonine-protein kinase MRCK alpha,465,20,4,4,1,0.950902,1.168588,1.14669,1.141984,0.993435,0.975415,0.989552,0.943369,1.055772,0,40,6.8291,0,Q
X031298,CDC42BPB,Q9Y5S2,Serine/threonine-protein kinase MRCK beta,246,8,2,2,1,1.072007,1.154522,1.235505,1.09289,1.134407,0.958625,1.083719,1.060206,0.917781,0,40,6.4043,0,Q
X031298,CDC45,O75419,Cell division control protein 45 homolog,80,4,2,2,1,0.884763,1.10483,0.94053,0.884183,1.01257,0.793293,0.946113,0.93195,0.979646,1,40,6.4682,0,O
X031298,CDC5L,Q99459,Cell division cycle 5-like protein,169,9,2,3,1,0.922047,1.409188,1.297536,1.176997,1.176195,1.099889,1.405437,1.16557,0.974661,0,40,6.3982,0,Q
X031298,CDH1,P12830,Cadherin-1,75,2,2,2,1,0.797929,1.068374,0.987986,0.859074,0.941978,0.905745,0.985825,1.002945,0.985123,1.05,40,6.6264,0,P
X031298,CDH3,P22223,Cadherin-3,310,8,4,4,1,0.916582,1.109132,1.025761,1.032246,1.037166,0.931537,1.032916,0.985856,1.070962,1,40,6.3866,0,P
X031298,CDK1,P06493,Cyclin-dependent kinase 1,408,11,7,7,1,0.893826,1.172365,1.00895,0.943172,0.957284,0.991135,1.050495,0.944041,0.89451,0,40,6909,0,P
X031298,CDK2,P24941,Cyclin-dependent kinase 2,133,4,3,3,1,1.046493,1.321455,1.280617,1.047462,1.309015,1.217823,1.309921,1.336453,1.198369,0,40,6.4386,0,P
X031298,CDK5RAP1,Q96SZ6,CDK5 regulatory subunit-associated protein 1,221,10,4,4,1,1.33791,1.17408,1.062334,1.59433,1.523013,1.563007,1.489578,1.102794,1.721825,0,40,6.4377,0,Q
X031298,CDK5RAP3,Q96JB5,CDK5 regulatory subunit-associated protein 3,215,9,5,5,1,1.127381,1.256649,1.159884,1.12412,1.0179,1.106987,1.0422,1.133275,1.132982,0,40,7114,0,Q
X031298,CDK7,P50613,Cyclin-dependent kinase 7,114,4,2,2,1,0.800807,0.953811,0.940124,0.960918,0.935856,0.923217,0.98877,0.902865,0.981093,1,40,6.6629,0,P
X031298,CDK9,P50750,Cyclin-dependent kinase 9,74,3,2,2,1,0.885494,1.230244,1.0193,0.98747,1.024526,0.976998,1.120072,0.987514,0.903474,1,40,6.4997,0,P
X031298,CDKAL1,Q5VV42,Threonylcarbamoyladenosine tRNA methylthiotransferase,76,3,2,2,1,0.960322,1.08367,1.19787,1.074226,1.016287,1.12249,1.043668,0.971687,1.056935,0,40,6415,0,Q
X031298,CDR2,Q01850,Cerebellar degeneration-related protein 2,199,7,3,3,1,0.989537,1.170345,1.124801,1.052383,1.067904,1.193421,0.996612,1.077431,1.224437,1,40,6.3502,0,Q
X031298,CDR2L,Q86X02,Cerebellar degeneration-related protein 2-like,68,4,2,2,1,1.12159,1.526715,1.334307,1.392314,1.240757,1.202985,1.284099,1.228944,1.402949,0,40,6.6553,0,Q
X031298,CEBPB,P17676,CCAAT/enhancer-binding protein beta,172,8,3,3,1,0.914539,1.147367,1.026052,0.91943,0.862984,0.896048,0.810316,0.906591,1.059029,0,40,6.6948,0,P
X031298,CELF1,Q92879,CUGBP Elav-like family member 1,194,10,3,3,1,0.880712,1.361243,1.041264,0.810428,0.975241,0.825037,1.047279,0.9475,1.017205,2.12,40,7.0435,0,Q
X031298,CEP170,Q5SW79,Centrosomal protein of 170 kDa,314,13,5,5,1,0.941994,1.187537,1.051011,1.076818,1.052296,1.07299,1.053929,1.017055,1.041075,0,40,6.4313,0,Q
X031298,CEP55,Q53EZ4,Centrosomal protein of 55 kDa,470,16,7,7,1,1.022217,1.096779,1.044981,1.053935,0.933546,1.039868,0.934217,0.942473,0.990829,1,40,7.2958,0,Q
X031298,CEP85,Q6P2H3,Centrosomal protein of 85 kDa,376,16,6,7,1,1.026816,1.201258,1.144986,1.051607,0.950238,1.059835,0.988685,0.97067,0.986187,0,40,7.2155,0,Q
X031298,CERS5,Q8N5B7,Ceramide synthase 5,70,3,2,2,1,1.14805,1.268274,1.204038,1.076798,1.108658,1.216898,1.013203,0.994797,1.156755,0,40,6.5793,0,Q
X031298,CETN3,O15182,Centrin-3,187,6,5,6,1,0.872523,1.011129,0.99265,0.943936,0.842077,0.952198,0.905586,0.894824,0.977209,1,40,7.1709,0,O
X031298,CHCHD3,Q9NX63,MICOS complex subunit MIC19,442,16,12,12,1,0.981083,1.102287,1.064426,1.014131,0.949165,0.971706,0.934042,0.902943,0.922005,0,40,7.6001,0,Q
X031298,CHCHD6,Q9BRQ6,MICOS complex subunit MIC25,160,5,2,2,1,1.057554,1.098995,1.096197,1.008704,0.946576,0.971236,0.960362,1.006266,1.059936,0,40,6.5078,0,Q
X031298,CHEK1,O14757,Serine/threonine-protein kinase Chk1,415,12,5,5,1,0.98803,1.200711,1.020548,0.971121,0.923246,0.890132,0.960117,0.983612,0.946347,1,40,6.5899,0,O
X031298,CHERP,Q8IWX8,Calcium homeostasis endoplasmic reticulum protein,394,15,7,7,1,1.085613,1.245242,1.182577,1.053511,1.057459,1.036444,1.073064,0.998666,0.963959,0,40,7.3279,0,Q
X031298,CHP1,Q99653,Calcineurin B homologous protein 1,236,7,7,7,1,1.001186,1.116972,1.030186,0.991588,0.940021,0.956214,0.944968,0.931784,1.003057,1,40,7.3498,0,Q
X031298,CHTF18,Q8WVB6,Chromosome transmission fidelity protein 18 homolog,124,5,3,3,1,0.983847,1.219934,1.062208,0.982427,1.054925,0.980799,1.025565,0.972004,0.957859,1,40,6.7311,0,Q
X031298,CHUK,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,331,12,8,8,1,1.084588,1.229219,1.23625,1.16056,1.072337,1.049794,1.107185,1.054017,0.97822,0,40,6.9547,0,O
X031298,CIAO1,O76071,Probable cytosolic iron-sulfur protein assembly protein CIAO1,159,4,2,2,1,1.052325,1.284674,1.113234,1.107523,1.090009,0.994661,0.975047,1.092725,1.228422,0,40,6.8219,0,O
X031298,CIB1,Q99828,Calcium and integrin-binding protein 1,172,4,3,3,1,0.947267,1.139397,0.941607,0.925599,0.808638,0.931614,0.877445,0.906324,0.972697,1,40,6.7215,0,Q
X031298,CISD1,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,93,2,2,2,1,0.78829,1.160127,1.106034,0.891372,0.921893,0.949943,1.046776,0.99067,0.88157,1,40,6624,0,Q
X031298,CKAP4,Q07065,Cytoskeleton-associated protein 4,351,11,5,5,1,0.870649,1.182193,1.075835,0.854729,0.994643,1.024393,1.106212,0.949585,0.84938,1,40,6.8714,0,Q
X031298,CKAP5,Q14008,Cytoskeleton-associated protein 5,413,21,6,6,1,0.932751,1.586199,1.239319,0.974374,1.331884,1.064536,1.603221,1.352475,0.890718,1,40,6.4031,0,Q
X031298,CLOCK,O15516,Circadian locomoter output cycles protein kaput,260,11,6,6,1,1.053242,1.13151,1.112906,1.290742,1.041207,1.102897,1.035792,1.084387,1.200051,0,40,6.8927,0,O
X031298,CLPB,Q9H078,Caseinolytic peptidase B protein homolog,246,9,3,3,1,0.930182,1.32539,1.172394,0.986727,1.058289,1.086248,1.011791,1.081589,1.105354,1,40,6286,0,Q
X031298,CLPTM1,O96005,Cleft lip and palate transmembrane protein 1,138,7,3,3,1,0.87779,1.081103,1.025701,0.81699,0.827105,0.806748,1.021973,0.951224,0.925506,0.58,40,6.7283,0,O
X031298,CLPTM1L,Q96KA5,Cleft lip and palate transmembrane protein 1-like protein,109,5,2,2,1,0.968163,1.035729,1.026682,0.917481,0.832686,0.836447,0.873643,0.853057,0.897166,1,40,7007,0,Q
X031298,CLPX,O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",589,14,8,8,1,1.039655,1.266048,1.110166,1.071524,1.011833,0.96184,1.049419,1.055568,1.064277,0,40,7.0335,0,O
X031298,CLTA,P09496,Clathrin light chain A,275,11,6,6,1,1.022683,1.027952,1.065949,0.992819,0.932527,0.996778,0.878837,0.923438,0.887337,1,40,7.5326,0,P
X031298,CLTB,P09497,Clathrin light chain B,137,5,3,3,1,1.015515,1.10654,1.11938,1.074139,1.040321,0.988553,0.919414,0.98686,0.984518,0,40,6.9871,0,P
X031298,CLTC,Q00610,Clathrin heavy chain 1,1798,59,28,33,1,0.997328,1.092951,1.029401,1.007333,0.91549,1.044647,0.883817,0.870331,0.865147,1,40,8.2801,0,Q
X031298,CLUH,O75153,Clustered mitochondria protein homolog,524,18,12,12,1,1.002469,1.265809,1.131696,0.8035,0.97283,1.039415,1.011684,1.011364,0.965581,2.3,40,7.2096,0,O
X031298,CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,151,5,4,4,1,0.87419,1.370993,1.204458,0.872607,1.198226,1.098869,1.263585,1.054779,0.838633,0,40,6.9942,0,Q
X031298,CNBP,P62633,Cellular nucleic acid-binding protein,222,6,3,3,1,0.784361,1.169533,0.920319,0.774478,0.748331,0.693814,0.871179,0.871455,0.812857,1,40,7.1055,0,P
X031298,CNN2,Q99439,Calponin-2,164,7,3,3,1,0.720519,1.168313,1.033084,0.776619,0.921861,0.854005,1.115687,0.851137,0.721381,1,40,6.9835,0,Q
X031298,CNNM3,Q8NE01,Metal transporter CNNM3,74,3,2,2,1,1.097842,0.990438,1.251821,1.136315,1.033167,1.06905,1.013841,1.06833,1.005659,0,40,6.3791,0,Q
X031298,CNOT1,A5YKK6,CCR4-NOT transcription complex subunit 1,1373,41,20,20,1,1.003452,1.148577,1.114188,1.113366,1.023917,1.043765,0.984141,1.037543,1.029365,0,40,7.2307,0,A
X031298,CNOT10,Q9H9A5,CCR4-NOT transcription complex subunit 10,293,10,7,7,1,1.001727,1.059521,1.067488,1.059746,0.888023,0.981653,0.898102,0.895537,0.917674,1,40,6.8958,0,Q
X031298,CNOT2,Q9NZN8,CCR4-NOT transcription complex subunit 2,243,9,6,6,1,0.973563,1.179113,1.040057,1.090456,0.967556,0.991656,0.985003,0.956594,1.032242,1,40,7.0069,0,Q
X031298,CNOT3,O75175,CCR4-NOT transcription complex subunit 3,247,10,2,2,1,1.003752,1.161103,1.137737,1.095054,1.102752,1.181489,0.988791,0.966137,0.947367,0,40,6.5469,0,O
X031298,CNOT6L,Q96LI5,CCR4-NOT transcription complex subunit 6-like,109,3,2,2,1,1.080819,0.983532,1.121421,1.117708,0.931821,1.195023,0.866267,1.09849,0.969028,0,40,6.4764,0,Q
X031298,CNOT7,Q9UIV1,CCR4-NOT transcription complex subunit 7,84,2,2,2,1,0.987964,1.25271,1.224488,1.138494,1.103251,1.010073,1.035757,0.980013,0.876494,0,40,6.5514,0,Q
X031298,CNP,P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",339,10,6,6,1,0.915464,1.150366,1.072847,1.00302,0.974572,0.982043,1.012461,0.9354,0.991181,0,40,7.0005,0,P
X031298,CNPY3,Q9BT09,Protein canopy homolog 3,129,4,3,3,1,0.967278,1.280618,1.176759,0.940931,1.025025,0.956652,1.008631,0.988309,1.022095,1,40,6.5568,0,Q
X031298,COA7,Q96BR5,Cytochrome c oxidase assembly factor 7,298,9,7,7,1,0.860074,0.901893,0.799731,0.872218,0.732595,0.74651,0.860369,0.758098,0.9441,1,40,7371,0,Q
X031298,COG1,Q8WTW3,Conserved oligomeric Golgi complex subunit 1,297,10,5,5,1,1.051635,1.172951,1.167535,1.169525,1.03589,1.026625,1.084589,1.077166,1.056476,0,40,6.6778,0,Q
X031298,COG2,Q14746,Conserved oligomeric Golgi complex subunit 2,446,11,5,5,1,0.951037,1.087222,1.023714,1.047676,0.897586,0.906197,0.922924,0.903449,0.953693,0.55,40,6.5581,0,Q
X031298,COG3,Q96JB2,Conserved oligomeric Golgi complex subunit 3,349,12,5,5,1,1.021157,1.267208,1.118308,1.118633,1.087754,1.058991,1.0236,1.071358,1.112167,0,40,6.6897,0,Q
X031298,COG4,Q9H9E3,Conserved oligomeric Golgi complex subunit 4,444,19,8,8,1,1.056431,1.370186,1.103345,1.035921,1.102155,0.973268,1.047808,1.051555,0.98428,1,40,6.9912,0,Q
X031298,COG5,Q9UP83,Conserved oligomeric Golgi complex subunit 5,207,7,4,4,1,1.1131,1.233576,1.217819,1.167622,1.035428,1.03014,1.05041,1.009273,0.924693,0,40,6.5184,0,Q
X031298,COG6,Q9Y2V7,Conserved oligomeric Golgi complex subunit 6,188,4,3,3,1,1.152856,1.404074,1.356404,1.400503,1.218156,1.319315,1.09015,1.331259,1.309572,0,40,6433,0,Q
X031298,COG7,P83436,Conserved oligomeric Golgi complex subunit 7,110,4,4,4,1,1.015104,1.35474,1.054323,1.004342,1.010262,1.038422,1.019274,1.016848,1.066439,1,40,6.4668,0,P
X031298,COG8,Q96MW5,Conserved oligomeric Golgi complex subunit 8,92,2,2,2,1,1.187744,1.451537,1.245183,1.15656,1.136558,1.242002,1.111277,1.048162,1.123909,0,40,6.6892,0,Q
X031298,COPA,P53621,Coatomer subunit alpha,892,31,19,19,1,1.008619,1.315074,1.174666,0.961285,1.062583,1.062414,1.093467,1.08219,1.024342,2.46,40,7.3225,0,P
X031298,COPB1,P53618,Coatomer subunit beta,916,24,15,15,1,0.982303,1.190868,1.109393,1.037865,0.994733,1.004736,0.979755,1.048478,1.06679,1,40,7.4874,0,P
